,Date,City,Country,Cloudiness,Humidity,Latitude,Longitude,Maximum Temp,Wind Speed
608,2021-06-02 12:48:15,uige,AO,21,62,-7.6087,15.0613,295.51,0.58
609,2021-06-02 12:48:17,malinovskiy,RU,48,52,61.1953,62.8397,280.3,2.48
610,2021-06-02 12:48:18,santa marta,CO,75,58,11.2408,-74.199,306.18,4.81
611,2021-06-02 12:48:20,haaksbergen,NL,91,34,52.1567,6.7389,300.27,0.89
612,2021-06-02 12:48:21,burns lake,CA,100,60,54.2331,-125.7533,287.83,2.15
613,2021-06-02 12:48:25,kabalo,CD,48,55,-6.05,26.9167,298.09,1.24
614,2021-06-02 12:48:26,kumluca,TR,2,50,36.3703,30.2869,295.39,3.17
615,2021-06-02 12:48:27,karratha,AU,99,34,-20.7377,116.8463,294.94,7.54
616,2021-06-02 12:48:29,saquena,PE,66,68,-4.6667,-73.5167,303.2,0.65
617,2021-06-02 12:48:30,ujiie,JP,75,92,36.6833,139.9667,288.29,1.18
618,2021-06-02 12:48:31,seydi,TM,0,13,39.4816,62.9137,308.44,8.0
619,2021-06-02 12:48:34,cherskiy,RU,40,41,68.75,161.3,283.08,3.2
620,2021-06-02 12:48:35,palmer,US,90,35,42.1584,-72.3287,300.87,0.45
621,2021-06-02 12:48:37,narayangarh,IN,16,52,30.4833,77.1333,298.74,2.43
622,2021-06-02 12:48:38,aksu,CN,81,33,41.1231,80.2644,297.07,3.57
623,2021-06-02 12:48:39,holetown,BB,58,67,13.1867,-59.6381,303.46,6.03
624,2021-06-02 12:48:41,pedro juan caballero,PY,20,57,-22.5472,-55.7333,300.13,2.06
625,2021-06-02 12:48:42,anloga,GH,85,76,5.7947,0.8973,303.27,5.11
626,2021-06-02 12:48:43,manakara,MG,49,89,-22.1333,48.0167,294.26,1.66
627,2021-06-02 12:48:45,usinsk,RU,64,70,65.9939,57.5281,276.64,7.34
628,2021-06-02 12:48:05,sharjah,AE,0,68,25.3573,55.4033,307.14,1.65
629,2021-06-02 12:48:48,punta de bombon,PE,44,78,-17.1717,-71.7931,292.21,2.68
630,2021-06-02 12:48:50,sindor,RU,98,82,62.8629,51.8905,280.95,4.03
631,2021-06-02 12:48:51,port lincoln,AU,8,80,-34.7333,135.8667,288.15,6.11
632,2021-06-02 12:48:52,narayanavanam,IN,75,76,13.4167,79.5833,301.16,3.42
633,2021-06-02 12:48:54,campoverde,PE,16,67,-8.4753,-74.8058,302.98,1.07
634,2021-06-02 12:44:44,cartagena,CO,90,79,10.3997,-75.5144,302.94,2.57
635,2021-06-02 12:47:09,oistins,BB,40,51,13.0667,-59.5333,303.2,6.69
636,2021-06-02 12:48:58,cape canaveral,US,20,73,28.4058,-80.6048,304.26,5.66
637,2021-06-02 12:48:59,currais novos,BR,0,28,-6.2608,-36.5178,305.49,6.47
638,2021-06-02 12:49:00,belaya gora,RU,1,40,68.5333,146.4167,286.53,3.33
639,2021-06-02 12:49:02,tadine,NC,69,58,-21.55,167.8833,294.32,3.5
640,2021-06-02 12:49:03,letlhakane,BW,0,21,-21.4167,25.5833,285.46,3.57
641,2021-06-02 12:49:05,ust-ilimsk,RU,21,52,58.0006,102.6619,287.15,1.39
642,2021-06-02 12:49:05,marrakesh,MA,40,27,31.6315,-8.0083,304.19,3.09
643,2021-06-02 12:49:07,gradinari,RO,99,86,44.3922,25.8156,289.09,3.17
644,2021-06-02 12:49:09,seia,PT,83,70,40.4151,-7.7086,289.72,2.68
645,2021-06-02 12:49:11,lazaro cardenas,MX,97,51,17.9583,-102.2,305.72,3.32
646,2021-06-02 12:48:43,san antonio,US,1,61,29.4241,-98.4936,303.03,0.0
647,2021-06-02 12:49:13,meadow lake,US,69,29,34.8014,-106.5436,299.93,2.85
648,2021-06-02 12:49:15,gigmoto,PH,73,85,13.7796,124.39,300.2,4.14
649,2021-06-02 12:49:16,booue,GA,84,93,-0.0921,11.9385,296.81,1.18
650,2021-06-02 12:49:18,urengoy,RU,99,69,65.9667,78.3667,276.83,3.07
651,2021-06-02 12:49:19,huilong,CN,100,99,31.8111,121.655,295.95,2.12
652,2021-06-02 12:49:20,puerto escondido,MX,56,63,15.85,-97.0667,304.15,4.24
653,2021-06-02 12:49:22,mayor pablo lagerenza,PY,20,31,-19.9309,-60.7718,307.07,6.02
654,2021-06-02 12:49:23,ginir,ET,19,91,7.1333,40.7,286.79,2.79
655,2021-06-02 12:49:24,solenzo,BF,43,20,12.1833,-4.0833,311.89,4.58
656,2021-06-02 12:49:26,hokitika,NZ,97,79,-42.7167,170.9667,283.6,1.62
657,2021-06-02 12:49:27,mirnyy,RU,9,46,62.5353,113.9611,287.55,1.79
658,2021-06-02 12:49:28,djibo,BF,21,14,14.1022,-1.6306,313.54,3.34
659,2021-06-02 12:49:30,sao felix do xingu,BR,3,37,-6.6447,-51.995,306.61,2.2
660,2021-06-02 12:49:31,aykhal,RU,91,63,66.0,111.5,287.16,2.62
661,2021-06-02 12:49:33,challapata,BO,29,21,-18.9,-66.7667,283.75,2.24
662,2021-06-02 12:49:34,sheksna,RU,4,59,59.21,38.5107,287.13,2.9
663,2021-06-02 12:49:35,mokhotlong,LS,99,99,-29.2894,29.0675,275.08,1.21
664,2021-06-02 12:45:11,pincher creek,CA,1,32,49.4833,-113.952,299.98,7.2
665,2021-06-02 12:49:38,cuenca,EC,40,49,-2.8833,-78.9833,295.22,4.63
666,2021-06-02 12:49:40,bisho,ZA,100,92,-32.8472,27.4422,286.5,3.66
667,2021-06-02 12:49:42,papetoai,PF,65,64,-17.4961,-149.8729,297.92,3.63
668,2021-06-02 12:49:43,biu,NG,91,71,10.6129,12.1946,297.24,3.04
669,2021-06-02 12:48:22,linares,CL,43,72,-35.85,-71.6,291.16,2.41
670,2021-06-02 12:49:45,mandalgovi,MN,85,88,45.7625,106.2708,278.77,5.88
671,2021-06-02 12:49:47,mizdah,LY,99,19,31.4451,12.9801,306.42,6.55
672,2021-06-02 12:49:48,olinda,BR,40,65,-8.0089,-34.8553,300.0,4.76
673,2021-06-02 12:49:50,huntsville,US,90,88,34.7304,-86.5861,297.03,0.45
674,2021-06-02 12:49:51,makokou,GA,70,97,0.5738,12.8642,294.88,1.22
675,2021-06-02 12:49:53,kasane,BW,0,51,-17.8167,25.15,290.2,2.06
676,2021-06-02 12:49:55,caluquembe,AO,61,35,-13.7833,14.6833,289.87,0.87
677,2021-06-02 12:49:56,artyom,AZ,0,79,40.4723,50.333,298.16,9.2
678,2021-06-02 12:49:58,shitanjing,CN,71,40,39.2342,106.3439,285.2,4.24
679,2021-06-02 12:49:59,chicama,PE,83,63,-7.8447,-79.1469,291.45,4.16
680,2021-06-02 12:50:00,shubarshi,KZ,2,45,48.5872,57.1869,298.43,3.23
681,2021-06-02 12:50:03,easley,US,40,68,34.8298,-82.6015,299.3,0.0
682,2021-06-02 12:47:44,inverness,GB,0,63,57.4791,-4.224,294.7,2.68
683,2021-06-02 12:50:05,emerald,AU,90,100,-23.5333,148.1667,290.23,2.06
684,2021-06-02 12:50:06,talcahuano,CL,90,88,-36.7167,-73.1167,287.97,1.54
685,2021-06-02 12:50:08,port macquarie,AU,55,81,-31.4333,152.9167,285.03,2.82
686,2021-06-02 12:50:09,hobyo,SO,100,78,5.3505,48.5268,299.44,9.9
687,2021-06-02 12:50:11,sobolevo,RU,38,77,54.4299,31.8996,285.19,3.91
688,2021-06-02 12:50:12,khorixas,NA,1,21,-20.3667,14.9667,293.84,4.34
689,2021-06-02 12:50:13,sawtell,AU,92,89,-30.3833,153.1,289.16,3.6
690,2021-06-02 12:50:15,bonoua,CI,77,76,5.2741,-3.595,301.94,3.23
691,2021-06-02 12:50:16,kayes,ML,100,16,14.0,-11.0,313.17,3.02
692,2021-06-02 12:50:17,lasa,IT,72,90,46.6166,10.7002,292.64,0.96
693,2021-06-02 12:50:19,swan river,CA,88,28,52.1058,-101.2676,300.09,5.66
694,2021-06-02 12:50:20,nouadhibou,MR,35,64,20.931,-17.0347,296.14,9.26
695,2021-06-02 12:50:21,dunedin,NZ,1,88,-45.8742,170.5036,280.82,0.45
696,2021-06-02 12:50:22,saint-joseph,RE,95,79,-21.3667,55.6167,297.36,6.44
697,2021-06-02 12:50:24,ekhabi,RU,59,95,53.5102,142.9671,279.46,2.91
698,2021-06-02 12:50:25,itupeva,BR,0,39,-23.1531,-47.0578,300.0,2.51
699,2021-06-02 12:50:27,calabozo,VE,90,56,8.9242,-67.4293,303.22,2.08
